Entry,Event,EButSlot,EButEventType,EButEventParm,EButEventAct,EButEventFct,EButActParm1,EButActParm2
 78 , 17 , 20 , 9 , 0 , 1 , 0 , 15 , 0 
Event,Activity,Description,N/A,N/A,N/A,N/A,N/A,N/A
 0 , 0 ,Set Volume by value in CV 140, 0 , 0 ,           0 , 0 , 0 , 0 
 0 , 1 ,Play Sound Clip 2, 0 , 0 ,         0 , 0 , 0 , 0 
 0 , 19 ,Event 0 in Voice 1 Slot 2, 0 , 0 ,              0 , 0 , 0 , 0 
 0 , 20 ,When Starting from Idle, 0 , 0 ,  0 , 0 , 0 , 0 
 1 , 0 ,Blend Type - Accel, 0 , 0 ,        0 , 0 , 0 , 0 
 1 , 1 ,Set Volume by value in CV 140, 0 , 0 ,           0 , 0 , 0 , 0 
 1 , 2 ,Set Pitch to Speed, 0 , 0 ,        0 , 0 , 0 , 0 
 1 , 3 ,Play Sound Clip 3, 0 , 0 ,         0 , 0 , 0 , 0 
 1 , 19 ,Event 1 in Voice 1 Slot 3, 0 , 0 ,              0 , 0 , 0 , 0 
 1 , 20 ,When Accelerating, 0 , 0 ,        0 , 0 , 0 , 0 
 2 , 0 ,Blend Type - Decel, 0 , 0 ,        0 , 0 , 0 , 0 
 2 , 1 ,Set Volume by value in CV 140, 0 , 0 ,           0 , 0 , 0 , 0 
 2 , 2 ,Set Pitch to Speed, 0 , 0 ,        0 , 0 , 0 , 0 
 2 , 3 ,Play Sound Clip 3, 0 , 0 ,         0 , 0 , 0 , 0 
 2 , 19 ,Event 2 in Voice 1 Slot 4, 0 , 0 ,              0 , 0 , 0 , 0 
 2 , 20 ,When Decelerating, 0 , 0 ,        0 , 0 , 0 , 0 
 3 , 0 ,Blend Type - Run, 0 , 0 ,          0 , 0 , 0 , 0 
 3 , 1 ,Set Volume by value in CV 140, 0 , 0 ,           0 , 0 , 0 , 0 
 3 , 2 ,Set Pitch to Speed, 0 , 0 ,        0 , 0 , 0 , 0 
 3 , 3 ,Play Sound Clip 3, 0 , 0 ,         0 , 0 , 0 , 0 
 3 , 19 ,Event 3 in Voice 1 Slot 5, 0 , 0 ,              0 , 0 , 0 , 0 
 3 , 20 ,When Running Constant, 0 , 0 ,    0 , 0 , 0 , 0 
 4 , 0 ,Set Volume by value in CV 140, 0 , 0 ,           0 , 0 , 0 , 0 
 4 , 1 ,Play Sound Clip 4, 0 , 0 ,         0 , 0 , 0 , 0 
 4 , 19 ,Event 4 in Voice 1 Slot 6, 0 , 0 ,              0 , 0 , 0 , 0 
 4 , 20 ,Trigger when Moving Turns OFF, 0 , 0 ,          0 , 0 , 0 , 0 
 5 , 0 ,Blend Type - idle, 0 , 0 ,         0 , 0 , 0 , 0 
 5 , 1 ,Set Volume by value in CV 140, 0 , 0 ,           0 , 0 , 0 , 0 
 5 , 2 ,Set Pitch to Speed, 0 , 0 ,        0 , 0 , 0 , 0 
 5 , 3 ,Play Sound Clip 1, 0 , 0 ,         0 , 0 , 0 , 0 
 5 , 19 ,Event 5 in Voice 1 Slot 7, 0 , 0 ,              0 , 0 , 0 , 0 
 5 , 20 ,Sit in Idle, 0 , 0 ,              0 , 0 , 0 , 0 
 6 , 0 ,Blend Type - Startup, 0 , 0 ,      0 , 0 , 0 , 0 
 6 , 1 ,Set Volume by value in CV 140, 0 , 0 ,           0 , 0 , 0 , 0 
 6 , 2 ,Play Sound Clip 0, 0 , 0 ,         0 , 0 , 0 , 0 
 6 , 3 ,Play Sound Clip 5, 0 , 0 ,         0 , 0 , 0 , 0 
 6 , 4 ,Play Sound Clip 1, 0 , 0 ,         0 , 0 , 0 , 0 
 6 , 19 ,Event 6 in Voice 1 Slot 0, 0 , 0 ,              0 , 0 , 0 , 0 
 6 , 20 ,When Power Turns On, 0 , 0 ,      0 , 0 , 0 , 0 
 7 , 0 ,Set Volume by value in CV 140, 0 , 0 ,           0 , 0 , 0 , 0 
 7 , 1 ,Play Sound Clip 1, 0 , 0 ,         0 , 0 , 0 , 0 
 7 , 2 ,Play Sound Clip 0, 0 , 0 ,         0 , 0 , 0 , 0 
 7 , 19 ,Event 7 in Voice 1 Slot 1, 0 , 0 ,              0 , 0 , 0 , 0 
 7 , 20 ,When Power Turns Off, 0 , 0 ,     0 , 0 , 0 , 0 
 8 , 0 ,Set Volume by value in CV 141, 0 , 0 ,           0 , 0 , 0 , 0 
 8 , 1 ,Play Sound Clip 7, 0 , 0 ,         0 , 0 , 0 , 0 
 8 , 2 ,Play Sound Clip 8, 0 , 0 ,         0 , 0 , 0 , 0 
 8 , 3 ,Play Sound Clip 9, 0 , 0 ,         0 , 0 , 0 , 0 
 8 , 19 ,Event 8 in Voice 2 Slot 2, 0 , 0 ,              0 , 0 , 0 , 0 
 8 , 20 ,Trigger when FKey 2 While On, 0 , 0 ,           0 , 0 , 0 , 0 
 9 , 0 ,Set Volume by value in CV 142, 0 , 0 ,           0 , 0 , 0 , 0 
 9 , 1 ,Play Sound Clip 10, 0 , 0 ,        0 , 0 , 0 , 0 
 9 , 19 ,Event 9 in Voice 3 slot 1, 0 , 0 ,              0 , 0 , 0 , 0 
 9 , 20 ,Trigger when FKey 1 While On, 0 , 0 ,           0 , 0 , 0 , 0 
 10 , 0 ,Enable Motor, 0 , 0 ,             0 , 0 , 0 , 0 
 10 , 1 ,Set Timer 1 by CV145, 0 , 0 ,     0 , 0 , 0 , 0 
 10 , 2 ,Set Distance gauge 31, 0 , 0 ,    0 , 0 , 0 , 0 
 10 , 3 ,Set Distance gauge 31, 0 , 0 ,    0 , 0 , 0 , 0 
 10 , 19 ,Event 10 in Voice 2 Slot 3, 0 , 0 ,            0 , 0 , 0 , 0 
 10 , 20 ,On Power Up, 0 , 0 ,             0 , 0 , 0 , 0 
 11 , 0 ,Set Volume by value in CV 144, 0 , 0 ,          0 , 0 , 0 , 0 
 11 , 1 ,Play Sound Clip 11, 0 , 0 ,       0 , 0 , 0 , 0 
 11 , 2 ,Set Timer 0 by CV143, 0 , 0 ,     0 , 0 , 0 , 0 
 11 , 19 ,Event 11 in Voice 2 Slot 4, 0 , 0 ,            0 , 0 , 0 , 0 
 11 , 20 ,While Timer0 is On, 0 , 0 ,      0 , 0 , 0 , 0 
 12 , 0 ,Set Timer 1 by CV146, 0 , 0 ,     0 , 0 , 0 , 0 
 12 , 1 ,Set Volume by value in CV 147, 0 , 0 ,          0 , 0 , 0 , 0 
 12 , 2 ,Play Sound Clip 12, 0 , 0 ,       0 , 0 , 0 , 0 
 12 , 3 ,Play Sound Clip 13, 0 , 0 ,       0 , 0 , 0 , 0 
 12 , 4 ,Play Sound Clip 14, 0 , 0 ,       0 , 0 , 0 , 0 
 12 , 5 ,Set Timer 1 by CV145, 0 , 0 ,     0 , 0 , 0 , 0 
 12 , 19 ,Event 12 in Voice 3 slot 2, 0 , 0 ,            0 , 0 , 0 , 0 
 12 , 20 ,While Timer1 is On, 0 , 0 ,      0 , 0 , 0 , 0 
 13 , 0 ,Set CV 132 to 64, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 1 ,Set CV 135 to 0, 0 , 0 ,          0 , 0 , 0 , 0 
 13 , 2 ,Set CV 139 to 31, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 3 ,Set CV 140 to 64, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 4 ,Set CV 141 to 64, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 5 ,Set CV 142 to 64, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 6 ,Set CV 143 to 9, 0 , 0 ,          0 , 0 , 0 , 0 
 13 , 7 ,Set CV 144 to 64, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 8 ,Set CV 145 to 18, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 9 ,Set CV 146 to 3, 0 , 0 ,          0 , 0 , 0 , 0 
 13 , 10 ,Set CV 147 to 64, 0 , 0 ,        0 , 0 , 0 , 0 
 13 , 11 ,Set CV 148 to 64, 0 , 0 ,        0 , 0 , 0 , 0 
 13 , 19 ,Event 13 in Voice 3 slot 3, 0 , 0 ,            0 , 0 , 0 , 0 
 13 , 20 ,Reset CVs when Decoder Reset, 0 , 0 ,          0 , 0 , 0 , 0 
 14 , 0 ,Set Volume by value in CV 141, 0 , 0 ,          0 , 0 , 0 , 0 
 14 , 1 ,Play Sound Clip 7, 0 , 0 ,        0 , 0 , 0 , 0 
 14 , 2 ,Play Sound Clip 8, 0 , 0 ,        0 , 0 , 0 , 0 
 14 , 3 ,Play Sound Clip 9, 0 , 0 ,        0 , 0 , 0 , 0 
 14 , 4 ,Delay by 0.2 sec, 0 , 0 ,         0 , 0 , 0 , 0 
 14 , 5 ,Play Sound Clip 7, 0 , 0 ,        0 , 0 , 0 , 0 
 14 , 6 ,Play Sound Clip 8, 0 , 0 ,        0 , 0 , 0 , 0 
 14 , 7 ,Play Sound Clip 9, 0 , 0 ,        0 , 0 , 0 , 0 
 14 , 8 ,Delay by 0.2 sec, 0 , 0 ,         0 , 0 , 0 , 0 
 14 , 9 ,Play Sound Clip 7, 0 , 0 ,        0 , 0 , 0 , 0 
 14 , 10 ,Play Sound Clip 9, 0 , 0 ,       0 , 0 , 0 , 0 
 14 , 11 ,Delay by 0.2 sec, 0 , 0 ,        0 , 0 , 0 , 0 
 14 , 12 ,Play Sound Clip 7, 0 , 0 ,       0 , 0 , 0 , 0 
 14 , 13 ,Play Sound Clip 8, 0 , 0 ,       0 , 0 , 0 , 0 
 14 , 14 ,Play Sound Clip 9, 0 , 0 ,       0 , 0 , 0 , 0 
 14 , 19 ,Event 14 in Voice 2 Slot 5, 0 , 0 ,            0 , 0 , 0 , 0 
 14 , 20 ,Trigger when FKey 7 Turns ON, 0 , 0 ,          0 , 0 , 0 , 0 
 15 , 0 ,Set Mute ON, 0 , 0 ,              0 , 0 , 0 , 0 
 15 , 19 ,Event 15 in Voice 2 Slot 0, 0 , 0 ,            0 , 0 , 0 , 0 
 15 , 20 ,Trigger when FKey 8 Turn On, 0 , 0 ,           0 , 0 , 0 , 0 
 16 , 0 ,Set Mute OFF, 0 , 0 ,             0 , 0 , 0 , 0 
 16 , 19 ,Event 16 in Voice 2 Slot 1, 0 , 0 ,            0 , 0 , 0 , 0 
 16 , 20 ,Trigger when FKey 8 Turn OFF, 0 , 0 ,          0 , 0 , 0 , 0 
 17 , 0 ,Set Volume by value in CV 148, 0 , 0 ,          0 , 0 , 0 , 0 
 17 , 1 ,Play Diesel_MilePost.wav, 0 , 0 ,               0 , 0 , 0 , 0 
 17 , 19 ,Event 17 in Voice 3 slot 0, 0 , 0 ,            0 , 0 , 0 , 0 
 17 , 20 ,On Distance, 0 , 0 ,             0 , 0 , 0 , 0 
FKeyNo,FKeyName,N/A,N/A,N/A,N/A,N/A,N/A,N/A
 1 ,"Bell", 0 , 0 , 0 ,      0 , 0 , 0 , 0 
 2 ,"Horn/Whistle", 0 , 0 , 0 ,            0 , 0 , 0 , 0 
 7 ,"Crossing Signal", 0 , 0 , 0 ,         0 , 0 , 0 , 0 
 8 ,"Mute ON/OFF", 0 , 0 , 0 ,             0 , 0 , 0 , 0 
SndNo,SndName,SndBits,N/A,N/A,N/A,N/A,N/A,N/A
 0 ,"Silence", 8 , 0 , 0 ,   0 , 0 , 0 , 0 
 1 ,"Diesel_idle.wav", 8 , 0 , 0 ,         0 , 0 , 0 , 0 
 2 ,"Diesel_idle_run.wav", 8 , 0 , 0 ,     0 , 0 , 0 , 0 
 3 ,"Diesel_run.wav", 8 , 0 , 0 ,          0 , 0 , 0 , 0 
 4 ,"Diesel_run_idle.wav", 8 , 0 , 0 ,     0 , 0 , 0 , 0 
 5 ,"Diesel_turnon.wav", 8 , 0 , 0 ,       0 , 0 , 0 , 0 
 7 ,"Diesel_horn_begin.wav", 8 , 0 , 0 ,   0 , 0 , 0 , 0 
 8 ,"Diesel_horn_cont.wav", 8 , 0 , 0 ,    0 , 0 , 0 , 0 
 9 ,"Diesel_horn_end.wav", 8 , 0 , 0 ,     0 , 0 , 0 , 0 
 10 ,"Diesel_bell.wav", 8 , 0 , 0 ,        0 , 0 , 0 , 0 
 11 ,"Diesel_popoff.wav", 8 , 0 , 0 ,      0 , 0 , 0 , 0 
 12 ,"Diesel_pump_start.wav", 8 , 0 , 0 ,  0 , 0 , 0 , 0 
 13 ,"Diesel_pump_cont.wav", 8 , 0 , 0 ,   0 , 0 , 0 , 0 
 14 ,"Diesel_pump_end.wav", 8 , 0 , 0 ,    0 , 0 , 0 , 0 
 15 ,"Diesel_MilePost.wav", 8 , 0 , 0 ,    0 , 0 , 0 , 0 
CVNo,CVName,N/A,N/A,N/A,N/A,N/A,N/A,N/A
 139 ,"Distance Gauge [31]", 0 , 0 , 0 ,   0 , 0 , 0 , 0 
 140 ,"Power Unit Volume [64]", 0 , 0 , 0 ,              0 , 0 , 0 , 0 
 141 ,"Horn/Whistle Volume [64]", 0 , 0 , 0 ,            0 , 0 , 0 , 0 
 142 ,"Bell Volume [64]", 0 , 0 , 0 ,      0 , 0 , 0 , 0 
 143 ,"Air Popoff Cycle Time [9]", 0 , 0 , 0 ,           0 , 0 , 0 , 0 
 144 ,"Timed Sound Volume [64]", 0 , 0 , 0 ,             0 , 0 , 0 , 0 
 145 ,"Compressor Cycle Time [18]", 0 , 0 , 0 ,          0 , 0 , 0 , 0 
 146 ,"Compressor Run Time [3]", 0 , 0 , 0 ,             0 , 0 , 0 , 0 
 147 ,"Compressor Volume [64]", 0 , 0 , 0 ,              0 , 0 , 0 , 0 
 148 ,"MilePost Volume [64]", 0 , 0 , 0 ,  0 , 0 , 0 , 0 
Timer,TimerUsed,N/A,N/A,N/A,N/A,N/A,N/A,N/A
 , 0 , 0 , 0 , 0 ,           0 , 0 , 0 , 0 
 , 1 , 0 , 0 , 0 ,           0 , 0 , 0 , 0 
Tag,TagsUsed,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MemorySlot,MemoryUsed,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Decoder,STD, 8 , 0 , 0 ,     0 , 0 , 0 , 0 
Project,DieselExample,Fred Miller MMR, 0 , 0 ,           0 , 0 , 0 , 0 
Folder,C:\SPJ_Projects\DieselExample\, 0 , 0 , 0 ,       0 , 0 , 0 , 0 
Editor,C:\program files\Notepad++\notepad++.exe, 0 , 0 , 0 ,           0 , 0 , 0 , 0 
Assembler,C:\program files\spjhelper\MPASMWIN.exe, 0 , 0 , 0 ,         0 , 0 , 0 , 0 
SoundLoader,C:\SoundLoader_2\SoundLoader2.exe, 0 , 0 , 0 ,             0 , 0 , 0 , 0 
WavePad,C:\program files\NCH Swift Sound\WavePad\wavepad.exe, 0 , 0 , 0 ,            0 , 0 , 0 , 0 
Sound Project Helper V6.0 ©2014, Fred Miller MMR, 0 , 0 , 0 , 0 ,      0 , 0 , 0 
