Entry,Event,EButSlot,EButEventType,EButEventParm,EButEventAct,EButEventFct,EButActParm1,EButActParm2
 53 , 10 , 3 , 3 , 3 , 1 , 3 , 6 , 0 
 54 , 10 , 3 , 3 , 3 , 1 , 3 , 7 , 0 
 55 , 10 , 3 , 3 , 3 , 1 , 3 , 8 , 0 
 56 , 10 , 3 , 3 , 3 , 11 , 3 , 0 , 0 
 57 , 10 , 3 , 3 , 3 , 14 , 3 , 0 , 0 
 58 , 11 , 30 , 9 , 0 , 2 , 0 , 150 , 0 
 59 , 11 , 30 , 9 , 0 , 1 , 0 , 17 , 0 
 60 , 11 , 30 , 9 , 0 , 19 , 0 , 0 , 3 
 61 , 12 , 21 , 0 , 6 , 19 , 0 , 0 , 0 
 62 , 13 , 32 , 2 , 0 , 10 , 0 , 132 , 64 
 63 , 13 , 32 , 2 , 0 , 10 , 0 , 133 , 127 
 64 , 13 , 32 , 2 , 0 , 10 , 0 , 134 , 32 
 65 , 13 , 32 , 2 , 0 , 10 , 0 , 135 , 0 
 66 , 13 , 32 , 2 , 0 , 10 , 0 , 139 , 31 
 67 , 13 , 32 , 2 , 0 , 10 , 0 , 140 , 64 
 68 , 13 , 32 , 2 , 0 , 10 , 0 , 141 , 12 
 69 , 13 , 32 , 2 , 0 , 10 , 0 , 142 , 5 
 70 , 13 , 32 , 2 , 0 , 10 , 0 , 143 , 64 
 71 , 13 , 32 , 2 , 0 , 10 , 0 , 144 , 9 
 72 , 13 , 32 , 2 , 0 , 10 , 0 , 145 , 64 
 73 , 13 , 32 , 2 , 0 , 10 , 0 , 146 , 64 
 74 , 13 , 32 , 2 , 0 , 10 , 0 , 147 , 64 
 75 , 13 , 32 , 2 , 0 , 10 , 0 , 148 , 64 
 76 , 13 , 32 , 2 , 0 , 10 , 0 , 149 , 64 
 77 , 13 , 32 , 2 , 0 , 10 , 0 , 150 , 64 
Event,Activity,Description,N/A,N/A,N/A,N/A,N/A,N/A
 0 , 0 ,Set Mute ON, 0 , 0 ,               0 , 0 , 0 , 0 
 0 , 19 ,Event 0 in Voice 1 Slot 0, 0 , 0 ,              0 , 0 , 0 , 0 
 0 , 20 ,Trigger when FKey 8 Turn On, 0 , 0 ,            0 , 0 , 0 , 0 
 1 , 0 ,Set Mute OFF, 0 , 0 ,              0 , 0 , 0 , 0 
 1 , 19 ,Event 1 in Voice 1 Slot 1, 0 , 0 ,              0 , 0 , 0 , 0 
 1 , 20 ,Trigger when FKey 8 Turn OFF, 0 , 0 ,           0 , 0 , 0 , 0 
 2 , 0 ,Set Memory Slot 0 to 1, 0 , 0 ,    0 , 0 , 0 , 0 
 2 , 1 ,Set Volume by value in CV 140, 0 , 0 ,           0 , 0 , 0 , 0 
 2 , 2 ,Blend Type 2, 0 , 0 ,              0 , 0 , 0 , 0 
 2 , 3 ,Set Pitch per Notch Setting, 0 , 0 ,             0 , 0 , 0 , 0 
 2 , 4 ,Play Sound Clip 1 by CAM, 0 , 0 ,  0 , 0 , 0 , 0 
 2 , 5 ,Play Sound Clip 2 by CAM, 0 , 0 ,  0 , 0 , 0 , 0 
 2 , 6 ,Play Sound Clip 3 by CAM, 0 , 0 ,  0 , 0 , 0 , 0 
 2 , 7 ,Play Sound Clip 4 by CAM, 0 , 0 ,  0 , 0 , 0 , 0 
 2 , 19 ,Event 2 in Voice 1 Slot 2, 0 , 0 ,              0 , 0 , 0 , 0 
 2 , 20 ,Trigger when Moving While ON, 0 , 0 ,           0 , 0 , 0 , 0 
 3 , 0 ,Enable Motor, 0 , 0 ,              0 , 0 , 0 , 0 
 3 , 1 ,Set Timer 0 by CV: 141, 0 , 0 ,    0 , 0 , 0 , 0 
 3 , 2 ,Set Timer 1 by CV144, 0 , 0 ,      0 , 0 , 0 , 0 
 3 , 3 ,Set Distance gauge 31, 0 , 0 ,     0 , 0 , 0 , 0 
 3 , 19 ,Event 3 in Voice 2 Slot 0, 0 , 0 ,              0 , 0 , 0 , 0 
 3 , 20 ,On Power Up, 0 , 0 ,              0 , 0 , 0 , 0 
 4 , 0 ,Set Timer 0 by CV142, 0 , 0 ,      0 , 0 , 0 , 0 
 4 , 1 ,Set Volume by value in CV 143, 0 , 0 ,           0 , 0 , 0 , 0 
 4 , 2 ,Play Sound Clip 5 Looping, 0 , 0 ,               0 , 0 , 0 , 0 
 4 , 3 ,Set Timer 0 by CV141, 0 , 0 ,      0 , 0 , 0 , 0 
 4 , 19 ,Event 4 in Voice 3 slot 2, 0 , 0 ,              0 , 0 , 0 , 0 
 4 , 20 ,While Timer0 is On, 0 , 0 ,       0 , 0 , 0 , 0 
 5 , 0 ,Set Volume by value in CV 145, 0 , 0 ,           0 , 0 , 0 , 0 
 5 , 1 ,Play Sound Clip 13 Once, 0 , 0 ,   0 , 0 , 0 , 0 
 5 , 2 ,Play Sound Clip 14 Once, 0 , 0 ,   0 , 0 , 0 , 0 
 5 , 3 ,Play Sound Clip 14 Once, 0 , 0 ,   0 , 0 , 0 , 0 
 5 , 4 ,Play Sound Clip 14 Once, 0 , 0 ,   0 , 0 , 0 , 0 
 5 , 5 ,Play Sound Clip 14 Once, 0 , 0 ,   0 , 0 , 0 , 0 
 5 , 6 ,Play Sound Clip 15 Once, 0 , 0 ,   0 , 0 , 0 , 0 
 5 , 7 ,Set Timer 1 by CV144, 0 , 0 ,      0 , 0 , 0 , 0 
 5 , 19 ,Event 5 in Voice 2 Slot 1, 0 , 0 ,              0 , 0 , 0 , 0 
 5 , 20 ,While Timer1 is On, 0 , 0 ,       0 , 0 , 0 , 0 
 6 , 0 ,Set Volume by value in CV 146, 0 , 0 ,           0 , 0 , 0 , 0 
 6 , 1 ,Play Sound Clip 9, 0 , 0 ,         0 , 0 , 0 , 0 
 6 , 19 ,Event 6 in Voice 3 slot 0, 0 , 0 ,              0 , 0 , 0 , 0 
 6 , 20 ,Trigger when FKey 1 While On, 0 , 0 ,           0 , 0 , 0 , 0 
 7 , 0 ,Set Volume by value in CV 147, 0 , 0 ,           0 , 0 , 0 , 0 
 7 , 1 ,Play Sound Clip 10, 0 , 0 ,        0 , 0 , 0 , 0 
 7 , 2 ,Play Sound Clip 11, 0 , 0 ,        0 , 0 , 0 , 0 
 7 , 3 ,Play Sound Clip 12, 0 , 0 ,        0 , 0 , 0 , 0 
 7 , 19 ,Event 7 in Voice 2 Slot 2, 0 , 0 ,              0 , 0 , 0 , 0 
 7 , 20 ,Trigger when FKey 2 While On, 0 , 0 ,           0 , 0 , 0 , 0 
 8 , 0 ,Set Volume by value in CV 151, 0 , 0 ,           0 , 0 , 0 , 0 
 8 , 1 ,Play Steam_Water_start.wav, 0 , 0 ,              0 , 0 , 0 , 0 
 8 , 2 ,Play Steam_Whistle_run.wav, 0 , 0 ,              0 , 0 , 0 , 0 
 8 , 3 ,Play Steam_Whistle_end.wav, 0 , 0 ,              0 , 0 , 0 , 0 
 8 , 4 ,Delay by 0.2 sec, 0 , 0 ,          0 , 0 , 0 , 0 
 8 , 5 ,Play Steam_Water_start.wav, 0 , 0 ,              0 , 0 , 0 , 0 
 8 , 6 ,Play Steam_Whistle_run.wav, 0 , 0 ,              0 , 0 , 0 , 0 
 8 , 7 ,Play Steam_Whistle_end.wav, 0 , 0 ,              0 , 0 , 0 , 0 
 8 , 8 ,Delay by 0.2 sec, 0 , 0 ,          0 , 0 , 0 , 0 
 8 , 9 ,Play Steam_Water_start.wav, 0 , 0 ,              0 , 0 , 0 , 0 
 8 , 10 ,Play Steam_Whistle_end.wav, 0 , 0 ,             0 , 0 , 0 , 0 
 8 , 11 ,Delay by 0.2 sec, 0 , 0 ,         0 , 0 , 0 , 0 
 8 , 12 ,Play Steam_Water_start.wav, 0 , 0 ,             0 , 0 , 0 , 0 
 8 , 13 ,Play Steam_Whistle_run.wav, 0 , 0 ,             0 , 0 , 0 , 0 
 8 , 14 ,Play Steam_Whistle_end.wav, 0 , 0 ,             0 , 0 , 0 , 0 
 8 , 19 ,Event 8 in Voice 2 Slot 3, 0 , 0 ,              0 , 0 , 0 , 0 
 8 , 20 ,Trigger when FKey 2 While On, 0 , 0 ,           0 , 0 , 0 , 0 
 9 , 0 ,Set Volume by value in CV 149, 0 , 0 ,           0 , 0 , 0 , 0 
 9 , 1 ,Play Sound Clip 16 Once, 0 , 0 ,   0 , 0 , 0 , 0 
 9 , 19 ,Event 9 in Voice 3 slot 11, 0 , 0 ,             0 , 0 , 0 , 0 
 9 , 20 ,Trigger when Power While ON, 0 , 0 ,            0 , 0 , 0 , 0 
 10 , 0 ,Test Memory Slot 0 for 1, 0 , 0 ,               0 , 0 , 0 , 0 
 10 , 1 ,Branch to Tag No. 0, 0 , 0 ,      0 , 0 , 0 , 0 
 10 , 2 ,Set Volume by value in CV 148, 0 , 0 ,          0 , 0 , 0 , 0 
 10 , 3 ,Play Sound Clip 6 Once, 0 , 0 ,   0 , 0 , 0 , 0 
 10 , 4 ,Play Sound Clip 7 Once, 0 , 0 ,   0 , 0 , 0 , 0 
 10 , 5 ,Play Sound Clip 8 Once, 0 , 0 ,   0 , 0 , 0 , 0 
 10 , 6 ,Set Memory Slot 0 to 0, 0 , 0 ,   0 , 0 , 0 , 0 
 10 , 7 ,Set a Tag No. 0, 0 , 0 ,          0 , 0 , 0 , 0 
 10 , 19 ,Event 10 in Voice 1 Slot 3, 0 , 0 ,            0 , 0 , 0 , 0 
 10 , 20 ,Trigger when Moving Turns OFF, 0 , 0 ,         0 , 0 , 0 , 0 
 11 , 0 ,Set Volume by value in CV 150, 0 , 0 ,          0 , 0 , 0 , 0 
 11 , 1 ,Play Steam_LowWater.wav, 0 , 0 ,  0 , 0 , 0 , 0 
 11 , 2 ,Set Distance Gauge to Repeat (0), 0 , 0 ,       0 , 0 , 0 , 0 
 11 , 19 ,Event 11 in Voice 3 slot 10, 0 , 0 ,           0 , 0 , 0 , 0 
 11 , 20 ,On Distance, 0 , 0 ,             0 , 0 , 0 , 0 
 12 , 0 ,Set Distance Gage to default 31, 0 , 0 ,        0 , 0 , 0 , 0 
 12 , 19 ,Event 12 in Voice 3 slot 1, 0 , 0 ,            0 , 0 , 0 , 0 
 12 , 20 ,Trigger when FKey 6 Turns, 0 , 0 ,             0 , 0 , 0 , 0 
 13 , 0 ,Set CV 132 to 64, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 1 ,Set CV 133 to 127, 0 , 0 ,        0 , 0 , 0 , 0 
 13 , 2 ,Set CV 134 to 32, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 3 ,Set CV 135 to 0, 0 , 0 ,          0 , 0 , 0 , 0 
 13 , 4 ,Set CV 139 to 31, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 5 ,Set CV 140 to 64, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 6 ,Set CV 141 to 12, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 7 ,Set CV 142 to 5, 0 , 0 ,          0 , 0 , 0 , 0 
 13 , 8 ,Set CV 143 to 64, 0 , 0 ,         0 , 0 , 0 , 0 
 13 , 9 ,Set CV 144 to 9, 0 , 0 ,          0 , 0 , 0 , 0 
 13 , 10 ,Set CV 145 to 64, 0 , 0 ,        0 , 0 , 0 , 0 
 13 , 11 ,Set CV 146 to 64, 0 , 0 ,        0 , 0 , 0 , 0 
 13 , 12 ,Set CV 147 to 64, 0 , 0 ,        0 , 0 , 0 , 0 
 13 , 13 ,Set CV 148 to 64, 0 , 0 ,        0 , 0 , 0 , 0 
 13 , 14 ,Set CV 149 to 64, 0 , 0 ,        0 , 0 , 0 , 0 
 13 , 15 ,Set CV 150 to 64, 0 , 0 ,        0 , 0 , 0 , 0 
 13 , 19 ,Event 13 in Voice 3 slot 12, 0 , 0 ,           0 , 0 , 0 , 0 
 13 , 20 ,Reset CVs when Decoder Reset, 0 , 0 ,          0 , 0 , 0 , 0 
FKeyNo,FKeyName,N/A,N/A,N/A,N/A,N/A,N/A,N/A
 1 ,"Bell", 0 , 0 , 0 ,      0 , 0 , 0 , 0 
 2 ,"Whistle", 0 , 0 , 0 ,   0 , 0 , 0 , 0 
 6 ,"Water Alarm Reset", 0 , 0 , 0 ,       0 , 0 , 0 , 0 
 7 ,"Crossing Signal", 0 , 0 , 0 ,         0 , 0 , 0 , 0 
 8 ,"Mute ON/OFF", 0 , 0 , 0 ,             0 , 0 , 0 , 0 
SndNo,SndName,SndBits,N/A,N/A,N/A,N/A,N/A,N/A
 0 ,"Silence", 8 , 0 , 0 ,   0 , 0 , 0 , 0 
 1 ,"Steam_Chuff1.wav", 16 , 0 , 0 ,       0 , 0 , 0 , 0 
 2 ,"Steam_Chuff2.wav", 16 , 0 , 0 ,       0 , 0 , 0 , 0 
 3 ,"Steam_Chuff3.wav", 16 , 0 , 0 ,       0 , 0 , 0 , 0 
 4 ,"Steam_Chuff4.wav", 16 , 0 , 0 ,       0 , 0 , 0 , 0 
 5 ,"Steam_airpump.wav", 8 , 0 , 0 ,       0 , 0 , 0 , 0 
 6 ,"Steam_blow_start.wav", 8 , 0 , 0 ,    0 , 0 , 0 , 0 
 7 ,"Steam_blow_run.wav", 8 , 0 , 0 ,      0 , 0 , 0 , 0 
 8 ,"Steam_blow_end.wav", 8 , 0 , 0 ,      0 , 0 , 0 , 0 
 9 ,"Steam_Bell.wav", 16 , 0 , 0 ,         0 , 0 , 0 , 0 
 10 ,"Steam_Whistle_start.wav", 16 , 0 , 0 ,             0 , 0 , 0 , 0 
 11 ,"Steam_Whistle_run.wav", 16 , 0 , 0 ,               0 , 0 , 0 , 0 
 12 ,"Steam_Whistle_end.wav", 16 , 0 , 0 ,               0 , 0 , 0 , 0 
 13 ,"Steam_Water_start.wav", 16 , 0 , 0 ,               0 , 0 , 0 , 0 
 14 ,"Steam_Water_run.wav", 16 , 0 , 0 ,   0 , 0 , 0 , 0 
 15 ,"Steam_Water_end.wav", 16 , 0 , 0 ,   0 , 0 , 0 , 0 
 16 ,"Steam_Boiler.wav", 8 , 0 , 0 ,       0 , 0 , 0 , 0 
 17 ,"Steam_LowWater.wav", 8 , 0 , 0 ,     0 , 0 , 0 , 0 
CVNo,CVName,N/A,N/A,N/A,N/A,N/A,N/A,N/A
 139 ,"Distance Gauge [31]", 0 , 0 , 0 ,   0 , 0 , 0 , 0 
 140 ,"Chuff Volume [64]", 0 , 0 , 0 ,     0 , 0 , 0 , 0 
 141 ,"Compressor Cycle Time [12]", 0 , 0 , 0 ,          0 , 0 , 0 , 0 
 142 ,"Compressor Run Time [5]", 0 , 0 , 0 ,             0 , 0 , 0 , 0 
 143 ,"Compressor Volume [64]", 0 , 0 , 0 ,              0 , 0 , 0 , 0 
 144 ,"Water Pump Cycle Time [9]", 0 , 0 , 0 ,           0 , 0 , 0 , 0 
 145 ,"Water Pump Volume [64]", 0 , 0 , 0 ,              0 , 0 , 0 , 0 
 146 ,"Bell Volume [64]", 0 , 0 , 0 ,      0 , 0 , 0 , 0 
 147 ,"Whistle Volume [64]", 0 , 0 , 0 ,   0 , 0 , 0 , 0 
 148 ,"Blow Down Volume [64]", 0 , 0 , 0 ,               0 , 0 , 0 , 0 
 149 ,"Boiler Volume [64]", 0 , 0 , 0 ,    0 , 0 , 0 , 0 
 150 ,"Water Alarm Volume [64]", 0 , 0 , 0 ,             0 , 0 , 0 , 0 
 151 ,"Horn/Whistle Volume [64]", 0 , 0 , 0 ,            0 , 0 , 0 , 0 
Timer,TimerUsed,N/A,N/A,N/A,N/A,N/A,N/A,N/A
 , 0 , 0 , 0 , 0 ,           0 , 0 , 0 , 0 
 , 1 , 0 , 0 , 0 ,           0 , 0 , 0 , 0 
Tag,TagsUsed,N/A,N/A,N/A,N/A,N/A,N/A,N/A
 , 0 , 0 , 0 , 0 ,           0 , 0 , 0 , 0 
MemorySlot,MemoryUsed,N/A,N/A,N/A,N/A,N/A,N/A,N/A
 , 0 , 0 , 0 , 0 ,           0 , 0 , 0 , 0 
Decoder,PRM,16, 0 , 0 ,      0 , 0 , 0 , 0 
Project,SteamExample16,Fred Miller MMR, 0 , 0 ,          0 , 0 , 0 , 0 
Folder,C:\SPJ_Projects\SteamExample16\, 0 , 0 , 0 ,      0 , 0 , 0 , 0 
Editor,C:\program files\Notepad++\notepad++.exe, 0 , 0 , 0 ,           0 , 0 , 0 , 0 
Assembler,C:\program files\spjhelper\MPASMWIN.exe, 0 , 0 , 0 ,         0 , 0 , 0 , 0 
SoundLoader,C:\SoundLoader_2\SoundLoader2.exe, 0 , 0 , 0 ,             0 , 0 , 0 , 0 
WavePad,C:\program files\NCH Swift Sound\WavePad\wavepad.exe, 0 , 0 , 0 ,            0 , 0 , 0 , 0 
Sound Project Helper V6.0 ©2014, Fred Miller MMR, 0 , 0 , 0 , 0 ,      0 , 0 , 0 
